/Graph
Time (s),posX (Meters),posY (Meters),posZ (Meters)
519.69995,+1.0369e-01,-9.9578e-01,+1.9213e-02
519.75000,+1.0319e-01,-9.9572e-01,+1.9209e-02
519.79999,+1.0273e-01,-9.9567e-01,+1.9209e-02
519.84998,+1.0231e-01,-9.9559e-01,+1.9213e-02
519.89996,+1.0182e-01,-9.9553e-01,+1.9213e-02
519.95001,+1.0131e-01,-9.9544e-01,+1.9211e-02
520.00000,+1.0091e-01,-9.9538e-01,+1.9213e-02
520.04999,+1.0044e-01,-9.9532e-01,+1.9221e-02
520.09998,+9.9933e-02,-9.9524e-01,+1.9213e-02
520.14996,+9.9515e-02,-9.9518e-01,+1.9208e-02
520.20001,+9.8453e-02,-9.9503e-01,+1.9207e-02
520.25000,+9.7912e-02,-9.9494e-01,+1.9205e-02
520.29999,+9.7467e-02,-9.9488e-01,+1.9207e-02
520.34998,+9.6955e-02,-9.9482e-01,+1.9212e-02
520.40002,+9.6526e-02,-9.9475e-01,+1.9220e-02
520.45001,+9.6109e-02,-9.9470e-01,+1.9224e-02
520.50000,+9.5589e-02,-9.9462e-01,+1.9217e-02
520.54999,+9.5138e-02,-9.9455e-01,+1.9220e-02
520.59998,+9.4727e-02,-9.9449e-01,+1.9220e-02
520.64996,+9.4242e-02,-9.9442e-01,+1.9216e-02
520.69995,+9.3735e-02,-9.9437e-01,+1.9223e-02
520.75000,+9.3305e-02,-9.9433e-01,+1.9225e-02
520.79999,+9.2903e-02,-9.9429e-01,+1.9226e-02
520.84998,+9.2432e-02,-9.9424e-01,+1.9219e-02
520.89996,+9.1920e-02,-9.9416e-01,+1.9219e-02
520.95001,+9.1500e-02,-9.9413e-01,+1.9221e-02
521.00000,+9.1060e-02,-9.9408e-01,+1.9220e-02
521.04999,+9.0543e-02,-9.9403e-01,+1.9218e-02
521.09998,+9.0079e-02,-9.9398e-01,+1.9213e-02
521.14996,+8.9658e-02,-9.9393e-01,+1.9208e-02
521.20001,+8.9193e-02,-9.9387e-01,+1.9208e-02
521.25000,+8.8683e-02,-9.9384e-01,+1.9218e-02
521.29999,+8.8244e-02,-9.9380e-01,+1.9211e-02
521.34998,+8.7819e-02,-9.9375e-01,+1.9211e-02
521.40002,+8.7339e-02,-9.9369e-01,+1.9212e-02
521.45001,+8.6834e-02,-9.9361e-01,+1.9213e-02
521.50000,+8.6415e-02,-9.9357e-01,+1.9215e-02
521.54999,+8.5365e-02,-9.9346e-01,+1.9212e-02
521.59998,+8.4794e-02,-9.9347e-01,+1.9208e-02
521.64996,+8.4365e-02,-9.9344e-01,+1.9206e-02
521.69995,+8.3859e-02,-9.9339e-01,+1.9211e-02
521.75000,+8.3439e-02,-9.9335e-01,+1.9208e-02
521.79999,+8.3031e-02,-9.9333e-01,+1.9212e-02
521.84998,+8.2536e-02,-9.9330e-01,+1.9209e-02
521.89996,+8.1487e-02,-9.9316e-01,+1.9211e-02
521.95001,+8.0310e-02,-9.9304e-01,+1.9210e-02
522.00000,+7.9200e-02,-9.9297e-01,+1.9204e-02
522.04999,+7.8660e-02,-9.9293e-01,+1.9204e-02
522.09998,+7.8250e-02,-9.9288e-01,+1.9207e-02
522.14996,+7.7751e-02,-9.9284e-01,+1.9215e-02
522.20001,+7.7263e-02,-9.9279e-01,+1.9221e-02
522.25000,+7.6884e-02,-9.9273e-01,+1.9215e-02
522.29999,+7.5835e-02,-9.9258e-01,+1.9217e-02
522.34998,+7.4647e-02,-9.9249e-01,+1.9215e-02
522.40002,+7.3566e-02,-9.9244e-01,+1.9219e-02
522.45001,+7.3018e-02,-9.9242e-01,+1.9215e-02
522.50000,+7.2624e-02,-9.9240e-01,+1.9218e-02
522.54999,+7.2172e-02,-9.9239e-01,+1.9220e-02
522.59998,+7.1684e-02,-9.9236e-01,+1.9223e-02
522.64996,+7.1256e-02,-9.9239e-01,+1.9221e-02
522.69995,+7.0866e-02,-9.9241e-01,+1.9216e-02
522.75000,+7.0440e-02,-9.9242e-01,+1.9208e-02
522.79999,+6.9935e-02,-9.9243e-01,+1.9212e-02
522.84998,+6.9516e-02,-9.9246e-01,+1.9208e-02
522.89996,+6.9108e-02,-9.9245e-01,+1.9209e-02
522.95001,+6.8628e-02,-9.9242e-01,+1.9214e-02
523.00000,+6.8163e-02,-9.9241e-01,+1.9214e-02
523.04999,+6.7769e-02,-9.9239e-01,+1.9222e-02
523.09998,+6.7377e-02,-9.9239e-01,+1.9220e-02
523.14996,+6.6876e-02,-9.9238e-01,+1.9215e-02
523.20001,+6.6426e-02,-9.9236e-01,+1.9218e-02
523.25000,+6.5418e-02,-9.9235e-01,+1.9210e-02
523.29999,+6.4872e-02,-9.9234e-01,+1.9211e-02
523.34998,+6.4467e-02,-9.9233e-01,+1.9219e-02
523.40002,+6.4008e-02,-9.9232e-01,+1.9221e-02
523.45001,+6.3552e-02,-9.9233e-01,+1.9220e-02
523.50000,+6.3105e-02,-9.9233e-01,+1.9218e-02
523.54999,+6.2672e-02,-9.9234e-01,+1.9209e-02
523.59998,+6.2288e-02,-9.9235e-01,+1.9219e-02
523.64996,+6.1835e-02,-9.9236e-01,+1.9212e-02
523.69995,+6.1349e-02,-9.9235e-01,+1.9224e-02
523.75000,+6.0909e-02,-9.9235e-01,+1.9218e-02
523.79999,+6.0503e-02,-9.9235e-01,+1.9225e-02
523.84998,+6.0074e-02,-9.9237e-01,+1.9225e-02
523.89996,+5.9565e-02,-9.9236e-01,+1.9219e-02
523.95001,+5.9047e-02,-9.9237e-01,+1.9231e-02
524.00000,+5.8622e-02,-9.9247e-01,+1.9218e-02
524.04999,+5.8207e-02,-9.9249e-01,+1.9218e-02
524.09998,+5.7718e-02,-9.9251e-01,+1.9212e-02
524.14996,+5.7210e-02,-9.9255e-01,+1.9210e-02
524.20001,+5.6803e-02,-9.9256e-01,+1.9215e-02
524.25000,+5.6333e-02,-9.9256e-01,+1.9210e-02
524.29999,+5.5821e-02,-9.9257e-01,+1.9212e-02
524.34998,+5.5379e-02,-9.9256e-01,+1.9215e-02
524.40002,+5.4946e-02,-9.9258e-01,+1.9214e-02
524.45001,+5.4498e-02,-9.9261e-01,+1.9205e-02
524.50000,+5.3993e-02,-9.9262e-01,+1.9214e-02
524.54999,+5.3538e-02,-9.9261e-01,+1.9212e-02
524.59998,+5.3126e-02,-9.9262e-01,+1.9212e-02
524.64996,+5.2640e-02,-9.9268e-01,+1.9205e-02
524.69995,+5.2143e-02,-9.9269e-01,+1.9202e-02
524.75000,+5.1705e-02,-9.9267e-01,+1.9211e-02
524.79999,+5.1269e-02,-9.9268e-01,+1.9208e-02
524.84998,+5.0816e-02,-9.9267e-01,+1.9202e-02
524.89996,+5.0307e-02,-9.9269e-01,+1.9211e-02
524.95001,+4.9849e-02,-9.9268e-01,+1.9209e-02
525.00000,+4.9438e-02,-9.9271e-01,+1.9215e-02
525.04999,+4.8943e-02,-9.9271e-01,+1.9212e-02
525.09998,+4.8432e-02,-9.9274e-01,+1.9217e-02
525.14996,+4.8029e-02,-9.9276e-01,+1.9206e-02
525.20001,+4.7567e-02,-9.9275e-01,+1.9210e-02
525.25000,+4.7055e-02,-9.9277e-01,+1.9211e-02
525.29999,+4.6630e-02,-9.9278e-01,+1.9212e-02
525.34998,+4.5540e-02,-9.9272e-01,+1.9208e-02
525.40002,+4.3788e-02,-9.9259e-01,+1.9210e-02
525.45001,+4.2552e-02,-9.9253e-01,+1.9206e-02
525.50000,+4.2040e-02,-9.9255e-01,+1.9205e-02
525.54999,+4.1584e-02,-9.9256e-01,+1.9202e-02
525.59998,+4.1077e-02,-9.9256e-01,+1.9212e-02
525.64996,+4.0644e-02,-9.9257e-01,+1.9208e-02
525.69995,+4.0218e-02,-9.9256e-01,+1.9211e-02
525.75000,+3.9745e-02,-9.9258e-01,+1.9208e-02
525.79999,+3.9239e-02,-9.9258e-01,+1.9212e-02
525.84998,+3.8798e-02,-9.9258e-01,+1.9215e-02
525.89996,+3.8381e-02,-9.9263e-01,+1.9205e-02
525.95001,+3.7885e-02,-9.9263e-01,+1.9210e-02
526.00000,+3.6194e-02,-9.9258e-01,+1.9207e-02
526.04999,+3.5583e-02,-9.9257e-01,+1.9205e-02
526.09998,+3.5120e-02,-9.9256e-01,+1.9203e-02
526.14996,+3.4639e-02,-9.9256e-01,+1.9200e-02
526.20001,+3.4219e-02,-9.9256e-01,+1.9204e-02
526.25000,+3.3746e-02,-9.9255e-01,+1.9208e-02
526.29999,+3.3243e-02,-9.9255e-01,+1.9208e-02
526.34998,+3.2815e-02,-9.9256e-01,+1.9209e-02
526.40002,+3.1736e-02,-9.9250e-01,+1.9211e-02
526.45001,+2.9995e-02,-9.9240e-01,+1.9201e-02
526.50000,+2.8748e-02,-9.9233e-01,+1.9207e-02
526.54999,+2.7656e-02,-9.9233e-01,+1.9214e-02
526.59998,+2.7072e-02,-9.9233e-01,+1.9215e-02
526.64996,+2.6631e-02,-9.9233e-01,+1.9212e-02
526.69995,+2.6103e-02,-9.9235e-01,+1.9220e-02
526.75000,+2.5665e-02,-9.9236e-01,+1.9227e-02
526.79999,+2.5225e-02,-9.9234e-01,+1.9209e-02
526.84998,+2.4704e-02,-9.9235e-01,+1.9218e-02
526.89996,+2.4254e-02,-9.9236e-01,+1.9218e-02
526.95001,+2.3817e-02,-9.9237e-01,+1.9219e-02
527.00000,+2.3355e-02,-9.9237e-01,+1.9215e-02
527.04999,+2.2809e-02,-9.9235e-01,+1.9225e-02
527.09998,+2.2322e-02,-9.9228e-01,+1.9223e-02
527.14996,+2.1918e-02,-9.9229e-01,+1.9216e-02
527.20001,+2.1494e-02,-9.9234e-01,+1.9217e-02
527.25000,+2.0980e-02,-9.9236e-01,+1.9215e-02
527.29999,+2.0524e-02,-9.9237e-01,+1.9213e-02
527.34998,+2.0111e-02,-9.9241e-01,+1.9212e-02
527.40002,+1.9607e-02,-9.9243e-01,+1.9209e-02
527.45001,+1.9147e-02,-9.9246e-01,+1.9207e-02
527.50000,+1.8734e-02,-9.9247e-01,+1.9209e-02
527.54999,+1.8257e-02,-9.9249e-01,+1.9206e-02
527.59998,+1.7747e-02,-9.9252e-01,+1.9203e-02
527.64996,+1.7331e-02,-9.9256e-01,+1.9211e-02
527.69995,+1.6908e-02,-9.9259e-01,+1.9210e-02
527.75000,+1.6392e-02,-9.9260e-01,+1.9209e-02
527.79999,+1.5950e-02,-9.9262e-01,+1.9206e-02
527.84998,+1.5521e-02,-9.9264e-01,+1.9205e-02
527.89996,+1.5024e-02,-9.9266e-01,+1.9206e-02
527.95001,+1.4552e-02,-9.9267e-01,+1.9208e-02
528.00000,+1.4137e-02,-9.9270e-01,+1.9217e-02
528.04999,+1.3698e-02,-9.9272e-01,+1.9205e-02
528.09998,+1.3186e-02,-9.9274e-01,+1.9212e-02
528.14996,+1.2756e-02,-9.9276e-01,+1.9214e-02
528.20001,+1.2339e-02,-9.9277e-01,+1.9205e-02
528.25000,+1.1862e-02,-9.9279e-01,+1.9209e-02
528.29999,+1.1366e-02,-9.9279e-01,+1.9213e-02
528.34998,+1.0953e-02,-9.9280e-01,+1.9209e-02
528.40002,+1.0527e-02,-9.9280e-01,+1.9207e-02
528.45001,+1.0020e-02,-9.9283e-01,+1.9211e-02
528.50000,+9.5633e-03,-9.9286e-01,+1.9208e-02
528.54999,+9.1533e-03,-9.9287e-01,+1.9207e-02
528.59998,+8.6691e-03,-9.9291e-01,+1.9207e-02
528.64996,+7.5956e-03,-9.9294e-01,+1.9204e-02
528.69995,+7.0229e-03,-9.9294e-01,+1.9204e-02
528.75000,+6.6019e-03,-9.9295e-01,+1.9200e-02
528.79999,+6.0798e-03,-9.9296e-01,+1.9211e-02
528.84998,+5.6426e-03,-9.9298e-01,+1.9207e-02
528.89996,+5.2250e-03,-9.9300e-01,+1.9224e-02
528.95001,+4.7631e-03,-9.9299e-01,+1.9219e-02
529.00000,+4.2486e-03,-9.9300e-01,+1.9212e-02
529.04999,+3.8135e-03,-9.9302e-01,+1.9213e-02
529.09998,+3.3835e-03,-9.9304e-01,+1.9230e-02
529.14996,+2.9539e-03,-9.9304e-01,+1.9224e-02
529.20001,+2.4489e-03,-9.9305e-01,+1.9222e-02
529.25000,+2.0368e-03,-9.9308e-01,+1.9215e-02
529.29999,+1.6316e-03,-9.9310e-01,+1.9211e-02
529.34998,+1.1360e-03,-9.9313e-01,+1.9217e-02
529.40002,+7.0486e-04,-9.9314e-01,+1.9217e-02
529.45001,+2.9885e-04,-9.9314e-01,+1.9218e-02
529.50000,-1.2133e-04,-9.9313e-01,+1.9215e-02
529.54999,-5.8922e-04,-9.9315e-01,+1.9225e-02
529.59998,-1.0353e-03,-9.9316e-01,+1.9209e-02
529.64996,-1.4158e-03,-9.9318e-01,+1.9213e-02
529.69995,-1.9035e-03,-9.9320e-01,+1.9232e-02
529.75000,-2.3869e-03,-9.9324e-01,+1.9217e-02
529.79999,-2.8026e-03,-9.9328e-01,+1.9220e-02
529.84998,-3.2314e-03,-9.9335e-01,+1.9211e-02
529.89996,-3.7320e-03,-9.9338e-01,+1.9214e-02
529.95001,-4.2348e-03,-9.9341e-01,+1.9216e-02
530.00000,-4.6608e-03,-9.9346e-01,+1.9212e-02
530.04999,-5.0757e-03,-9.9351e-01,+1.9218e-02
530.09998,-5.5766e-03,-9.9354e-01,+1.9207e-02
530.14996,-6.0843e-03,-9.9360e-01,+1.9209e-02
530.20001,-6.5153e-03,-9.9362e-01,+1.9211e-02
530.25000,-6.9449e-03,-9.9364e-01,+1.9215e-02
530.29999,-7.4787e-03,-9.9365e-01,+1.9217e-02
530.34998,-7.9750e-03,-9.9369e-01,+1.9220e-02
530.40002,-8.4110e-03,-9.9373e-01,+1.9220e-02
530.45001,-8.8591e-03,-9.9375e-01,+1.9234e-02
530.50000,-9.3503e-03,-9.9378e-01,+1.9231e-02
530.54999,-9.8390e-03,-9.9377e-01,+1.9230e-02
530.59998,-1.0250e-02,-9.9377e-01,+1.9219e-02
530.64996,-1.0654e-02,-9.9377e-01,+1.9229e-02
530.69995,-1.1073e-02,-9.9372e-01,+1.9218e-02
530.75000,-1.1582e-02,-9.9373e-01,+1.9218e-02
530.79999,-1.2004e-02,-9.9377e-01,+1.9213e-02
530.84998,-1.2404e-02,-9.9379e-01,+1.9221e-02
530.89996,-1.2871e-02,-9.9381e-01,+1.9223e-02
530.95001,-1.3354e-02,-9.9388e-01,+1.9234e-02
531.00000,-1.3821e-02,-9.9393e-01,+1.9216e-02
531.04999,-1.4202e-02,-9.9396e-01,+1.9224e-02
531.09998,-1.4630e-02,-9.9390e-01,+1.9216e-02
531.14996,-1.5146e-02,-9.9388e-01,+1.9216e-02
531.20001,-1.5577e-02,-9.9386e-01,+1.9214e-02
531.25000,-1.5982e-02,-9.9384e-01,+1.9213e-02
531.29999,-1.6490e-02,-9.9381e-01,+1.9214e-02
531.34998,-1.6961e-02,-9.9380e-01,+1.9212e-02
531.40002,-1.7384e-02,-9.9379e-01,+1.9213e-02
531.45001,-1.7810e-02,-9.9378e-01,+1.9211e-02
531.50000,-1.8290e-02,-9.9375e-01,+1.9209e-02
531.54999,-1.8783e-02,-9.9376e-01,+1.9212e-02
531.59998,-1.9226e-02,-9.9375e-01,+1.9215e-02
531.64996,-1.9631e-02,-9.9372e-01,+1.9212e-02
531.69995,-2.0130e-02,-9.9371e-01,+1.9208e-02
531.75000,-2.1821e-02,-9.9374e-01,+1.9206e-02
531.79999,-2.2444e-02,-9.9373e-01,+1.9196e-02
531.84998,-2.2898e-02,-9.9373e-01,+1.9201e-02
531.89996,-2.3396e-02,-9.9374e-01,+1.9199e-02
531.95001,-2.3810e-02,-9.9374e-01,+1.9201e-02
532.00000,-2.4260e-02,-9.9375e-01,+1.9203e-02
532.04999,-2.4764e-02,-9.9374e-01,+1.9207e-02
532.09998,-2.5179e-02,-9.9374e-01,+1.9205e-02
532.14996,-2.6254e-02,-9.9376e-01,+1.9206e-02
532.20001,-2.6806e-02,-9.9380e-01,+1.9202e-02
532.25000,-2.7259e-02,-9.9382e-01,+1.9204e-02
532.29999,-2.7778e-02,-9.9386e-01,+1.9205e-02
532.34998,-2.8202e-02,-9.9388e-01,+1.9208e-02
532.40002,-2.8664e-02,-9.9391e-01,+1.9206e-02
532.45001,-2.9187e-02,-9.9396e-01,+1.9211e-02
532.50000,-2.9641e-02,-9.9399e-01,+1.9208e-02
532.54999,-3.0086e-02,-9.9401e-01,+1.9213e-02
532.59998,-3.0557e-02,-9.9405e-01,+1.9210e-02
532.64996,-3.1076e-02,-9.9411e-01,+1.9216e-02
532.69995,-3.1565e-02,-9.9414e-01,+1.9213e-02
532.75000,-3.1998e-02,-9.9420e-01,+1.9212e-02
532.79999,-3.2468e-02,-9.9424e-01,+1.9221e-02
532.84998,-3.2973e-02,-9.9427e-01,+1.9226e-02
532.89996,-3.3457e-02,-9.9429e-01,+1.9219e-02
532.95001,-3.3882e-02,-9.9437e-01,+1.9218e-02
533.00000,-3.4304e-02,-9.9443e-01,+1.9218e-02
533.04999,-3.4751e-02,-9.9447e-01,+1.9214e-02
533.09998,-3.5230e-02,-9.9453e-01,+1.9218e-02
533.14996,-3.5719e-02,-9.9456e-01,+1.9225e-02
533.20001,-3.6114e-02,-9.9463e-01,+1.9218e-02
533.25000,-3.6527e-02,-9.9468e-01,+1.9216e-02
533.29999,-3.7016e-02,-9.9471e-01,+1.9231e-02
533.34998,-3.7485e-02,-9.9471e-01,+1.9220e-02
533.40002,-3.7919e-02,-9.9471e-01,+1.9220e-02
533.45001,-3.8319e-02,-9.9470e-01,+1.9222e-02
533.50000,-3.8760e-02,-9.9469e-01,+1.9225e-02
533.54999,-3.9236e-02,-9.9478e-01,+1.9221e-02
533.59998,-3.9652e-02,-9.9482e-01,+1.9213e-02
533.64996,-4.0072e-02,-9.9485e-01,+1.9217e-02
533.69995,-4.0567e-02,-9.9489e-01,+1.9216e-02
533.75000,-4.0984e-02,-9.9494e-01,+1.9213e-02
533.79999,-4.1383e-02,-9.9497e-01,+1.9212e-02
533.84998,-4.1873e-02,-9.9502e-01,+1.9226e-02
533.89996,-4.2319e-02,-9.9508e-01,+1.9222e-02
533.95001,-4.2696e-02,-9.9513e-01,+1.9221e-02
534.00000,-4.3150e-02,-9.9518e-01,+1.9215e-02
534.04999,-4.3626e-02,-9.9519e-01,+1.9219e-02
534.09998,-4.4026e-02,-9.9520e-01,+1.9215e-02
534.14996,-4.4425e-02,-9.9522e-01,+1.9221e-02
534.20001,-4.4910e-02,-9.9523e-01,+1.9213e-02
534.25000,-4.5364e-02,-9.9527e-01,+1.9214e-02
534.29999,-4.5754e-02,-9.9528e-01,+1.9219e-02
534.34998,-4.6178e-02,-9.9529e-01,+1.9220e-02
534.40002,-4.6676e-02,-9.9531e-01,+1.9226e-02
534.45001,-4.7118e-02,-9.9529e-01,+1.9225e-02
534.50000,-4.7516e-02,-9.9531e-01,+1.9230e-02
534.54999,-4.7956e-02,-9.9534e-01,+1.9224e-02
534.59998,-4.8465e-02,-9.9536e-01,+1.9223e-02
534.64996,-4.8948e-02,-9.9540e-01,+1.9212e-02
534.69995,-4.9368e-02,-9.9545e-01,+1.9227e-02
534.75000,-4.9843e-02,-9.9553e-01,+1.9219e-02
534.79999,-5.0367e-02,-9.9558e-01,+1.9214e-02
534.84998,-5.0797e-02,-9.9564e-01,+1.9212e-02
534.89996,-5.1245e-02,-9.9570e-01,+1.9213e-02
534.95001,-5.1769e-02,-9.9575e-01,+1.9213e-02
535.00000,-5.2233e-02,-9.9579e-01,+1.9216e-02
535.04999,-5.2666e-02,-9.9582e-01,+1.9217e-02
535.09998,-5.3134e-02,-9.9587e-01,+1.9212e-02
535.14996,-5.3655e-02,-9.9591e-01,+1.9214e-02
535.20001,-5.4133e-02,-9.9596e-01,+1.9218e-02
535.25000,-5.4556e-02,-9.9599e-01,+1.9220e-02
535.29999,-5.5011e-02,-9.9602e-01,+1.9218e-02
535.34998,-5.5525e-02,-9.9608e-01,+1.9225e-02
535.40002,-5.6017e-02,-9.9611e-01,+1.9222e-02
535.45001,-5.6462e-02,-9.9616e-01,+1.9225e-02
535.50000,-5.6955e-02,-9.9620e-01,+1.9222e-02
535.54999,-5.7501e-02,-9.9624e-01,+1.9226e-02
535.59998,-5.7978e-02,-9.9626e-01,+1.9217e-02
535.64996,-5.8410e-02,-9.9630e-01,+1.9217e-02
535.69995,-5.8936e-02,-9.9633e-01,+1.9216e-02
535.75000,-5.9440e-02,-9.9632e-01,+1.9225e-02
535.79999,-5.9877e-02,-9.9622e-01,+1.9216e-02
535.84998,-6.0318e-02,-9.9622e-01,+1.9208e-02
535.89996,-6.0761e-02,-9.9623e-01,+1.9207e-02
535.95001,-6.1238e-02,-9.9624e-01,+1.9206e-02
536.00000,-6.1745e-02,-9.9624e-01,+1.9212e-02
536.04999,-6.2181e-02,-9.9623e-01,+1.9211e-02
536.09998,-6.2604e-02,-9.9623e-01,+1.9209e-02
536.14996,-6.3092e-02,-9.9624e-01,+1.9204e-02
536.20001,-6.3585e-02,-9.9624e-01,+1.9212e-02
536.25000,-6.4021e-02,-9.9624e-01,+1.9217e-02
536.29999,-6.4436e-02,-9.9622e-01,+1.9218e-02
536.34998,-6.4932e-02,-9.9622e-01,+1.9211e-02
536.40002,-6.5428e-02,-9.9622e-01,+1.9214e-02
536.45001,-6.5844e-02,-9.9621e-01,+1.9210e-02
536.50000,-6.6287e-02,-9.9622e-01,+1.9207e-02
536.54999,-6.6786e-02,-9.9622e-01,+1.9212e-02
536.59998,-6.7241e-02,-9.9620e-01,+1.9214e-02
536.64996,-6.7647e-02,-9.9619e-01,+1.9217e-02
536.69995,-6.8136e-02,-9.9619e-01,+1.9211e-02
536.75000,-6.8645e-02,-9.9619e-01,+1.9211e-02
536.79999,-6.9084e-02,-9.9617e-01,+1.9219e-02
536.84998,-6.9513e-02,-9.9618e-01,+1.9216e-02
536.89996,-6.9943e-02,-9.9616e-01,+1.9211e-02
536.94995,-7.0448e-02,-9.9616e-01,+1.9209e-02
537.00000,-7.0945e-02,-9.9614e-01,+1.9209e-02
537.04999,-7.1345e-02,-9.9615e-01,+1.9208e-02
537.09998,-7.1835e-02,-9.9615e-01,+1.9207e-02
537.15002,-7.2325e-02,-9.9616e-01,+1.9208e-02
537.20001,-7.2718e-02,-9.9616e-01,+1.9215e-02
537.25000,-7.3201e-02,-9.9616e-01,+1.9212e-02
537.29999,-7.3693e-02,-9.9617e-01,+1.9213e-02
537.34998,-7.4172e-02,-9.9616e-01,+1.9207e-02
537.40002,-7.4578e-02,-9.9615e-01,+1.9209e-02
537.45001,-7.5046e-02,-9.9616e-01,+1.9203e-02
537.50000,-7.5551e-02,-9.9615e-01,+1.9212e-02
537.55005,-7.5999e-02,-9.9615e-01,+1.9208e-02
537.59998,-7.6413e-02,-9.9617e-01,+1.9212e-02
537.64996,-7.6926e-02,-9.9615e-01,+1.9211e-02
537.69995,-7.7394e-02,-9.9614e-01,+1.9205e-02
537.74994,-7.7805e-02,-9.9616e-01,+1.9212e-02
537.79999,-7.8314e-02,-9.9618e-01,+1.9211e-02
537.84998,-7.8792e-02,-9.9618e-01,+1.9206e-02
537.89996,-7.9210e-02,-9.9619e-01,+1.9215e-02
537.95001,-7.9679e-02,-9.9617e-01,+1.9210e-02
538.00000,-8.0184e-02,-9.9616e-01,+1.9209e-02
538.04999,-8.0635e-02,-9.9618e-01,+1.9208e-02
538.09998,-8.1054e-02,-9.9616e-01,+1.9217e-02
538.14996,-8.1549e-02,-9.9616e-01,+1.9210e-02
538.20001,-8.2050e-02,-9.9618e-01,+1.9212e-02
538.25000,-8.2494e-02,-9.9619e-01,+1.9210e-02
538.29999,-8.2909e-02,-9.9617e-01,+1.9212e-02
538.35004,-8.3407e-02,-9.9618e-01,+1.9212e-02
538.40002,-8.3912e-02,-9.9620e-01,+1.9212e-02
538.45001,-8.4352e-02,-9.9621e-01,+1.9208e-02
538.50000,-8.4780e-02,-9.9619e-01,+1.9214e-02
538.54993,-8.5273e-02,-9.9621e-01,+1.9214e-02
538.59998,-8.5781e-02,-9.9621e-01,+1.9211e-02
538.64996,-8.6195e-02,-9.9621e-01,+1.9213e-02
538.69995,-8.6651e-02,-9.9622e-01,+1.9212e-02
538.75000,-8.7151e-02,-9.9623e-01,+1.9216e-02
538.79999,-8.7627e-02,-9.9623e-01,+1.9215e-02
538.84998,-8.8053e-02,-9.9623e-01,+1.9218e-02
538.89996,-8.8481e-02,-9.9623e-01,+1.9211e-02
538.94995,-8.8986e-02,-9.9623e-01,+1.9209e-02
539.00000,-8.9491e-02,-9.9624e-01,+1.9207e-02
539.04999,-8.9912e-02,-9.9625e-01,+1.9211e-02
539.09998,-9.0341e-02,-9.9622e-01,+1.9206e-02
539.15002,-9.0841e-02,-9.9623e-01,+1.9207e-02
539.20001,-9.1909e-02,-9.9633e-01,+1.9208e-02
539.25000,-9.2463e-02,-9.9639e-01,+1.9208e-02
539.29999,-9.2908e-02,-9.9644e-01,+1.9208e-02
539.34998,-9.3421e-02,-9.9650e-01,+1.9204e-02
539.40002,-9.3861e-02,-9.9657e-01,+1.9208e-02
539.45001,-9.4289e-02,-9.9661e-01,+1.9215e-02
539.50000,-9.4781e-02,-9.9669e-01,+1.9211e-02
539.55005,-9.5288e-02,-9.9675e-01,+1.9212e-02
539.59998,-9.5743e-02,-9.9681e-01,+1.9216e-02
539.64996,-9.6168e-02,-9.9687e-01,+1.9208e-02
539.69995,-9.6684e-02,-9.9692e-01,+1.9209e-02
539.74994,-9.7184e-02,-9.9698e-01,+1.9208e-02
539.79999,-9.7599e-02,-9.9704e-01,+1.9212e-02
539.84998,-9.8064e-02,-9.9710e-01,+1.9201e-02
539.89996,-9.8579e-02,-9.9715e-01,+1.9214e-02
539.95001,-9.9037e-02,-9.9723e-01,+1.9213e-02
540.00000,-9.9459e-02,-9.9727e-01,+1.9210e-02
540.04999,-9.9954e-02,-9.9733e-01,+1.9213e-02
540.09998,-1.0047e-01,-9.9740e-01,+1.9217e-02
540.14996,-1.0090e-01,-9.9748e-01,+1.9214e-02
540.20001,-1.0133e-01,-9.9755e-01,+1.9216e-02
540.25000,-1.0183e-01,-9.9761e-01,+1.9211e-02
540.29999,-1.0234e-01,-9.9768e-01,+1.9215e-02
540.35004,-1.0279e-01,-9.9774e-01,+1.9208e-02
540.40002,-1.0320e-01,-9.9780e-01,+1.9216e-02
540.45001,-1.0374e-01,-9.9788e-01,+1.9216e-02
540.50000,-1.0423e-01,-9.9796e-01,+1.9218e-02
540.54993,-1.0469e-01,-9.9804e-01,+1.9212e-02
540.59998,-1.0516e-01,-9.9811e-01,+1.9212e-02
540.64996,-1.0562e-01,-9.9815e-01,+1.9212e-02
540.69995,-1.0608e-01,-9.9822e-01,+1.9211e-02
540.75000,-1.0655e-01,-9.9827e-01,+1.9210e-02
540.79999,-1.0707e-01,-9.9832e-01,+1.9212e-02
540.84998,-1.0760e-01,-9.9838e-01,+1.9215e-02
540.89996,-1.0802e-01,-9.9844e-01,+1.9218e-02
540.94995,-1.0912e-01,-9.9853e-01,+1.9221e-02
541.00000,-1.0968e-01,-9.9858e-01,+1.9215e-02
541.04999,-1.1010e-01,-9.9859e-01,+1.9210e-02
541.09998,-1.1060e-01,-9.9861e-01,+1.9211e-02
541.15002,-1.1106e-01,-9.9862e-01,+1.9206e-02
541.20001,-1.1213e-01,-9.9865e-01,+1.9206e-02
541.25000,-1.1266e-01,-9.9867e-01,+1.9204e-02
541.29999,-1.1309e-01,-9.9869e-01,+1.9207e-02
541.34998,-1.1360e-01,-9.9873e-01,+1.9214e-02
541.40002,-1.1409e-01,-9.9876e-01,+1.9216e-02
541.45001,-1.1514e-01,-9.9879e-01,+1.9211e-02
